index,date,year,month,day,meantemp
636,2014-09-28,2014,Sept,28,30.25
637,2014-09-29,2014,Sept,29,30.5
638,2014-09-30,2014,Sept,30,30.625
639,2014-10-01,2014,Oct,1,30.4285714285714
640,2014-10-02,2014,Oct,2,30.375
641,2014-10-03,2014,Oct,3,30.5
642,2014-10-04,2014,Oct,4,31
643,2014-10-05,2014,Oct,5,30.625
644,2014-10-06,2014,Oct,6,30.625
645,2014-10-07,2014,Oct,7,31
646,2014-10-08,2014,Oct,8,28.75
647,2014-10-09,2014,Oct,9,27.625
648,2014-10-10,2014,Oct,10,27.125
649,2014-10-11,2014,Oct,11,25.7142857142857
650,2014-10-12,2014,Oct,12,26
651,2014-10-13,2014,Oct,13,27.625
652,2014-10-14,2014,Oct,14,24.5
653,2014-10-15,2014,Oct,15,24.5
654,2014-10-16,2014,Oct,16,23
655,2014-10-17,2014,Oct,17,25
656,2014-10-18,2014,Oct,18,24
657,2014-10-19,2014,Oct,19,23.75
658,2014-10-20,2014,Oct,20,24.75
659,2014-10-21,2014,Oct,21,25.625
660,2014-10-22,2014,Oct,22,25.75
661,2014-10-23,2014,Oct,23,25.25
662,2014-10-24,2014,Oct,24,25.5
663,2014-10-25,2014,Oct,25,25.25
664,2014-10-26,2014,Oct,26,25.125
665,2014-10-27,2014,Oct,27,24.875
666,2014-10-28,2014,Oct,28,25.125
667,2014-10-29,2014,Oct,29,24.75
668,2014-10-30,2014,Oct,30,23.875
669,2014-10-31,2014,Oct,31,23.375
670,2014-11-01,2014,Nov,1,22.5
671,2014-11-02,2014,Nov,2,22.875
672,2014-11-03,2014,Nov,3,23.375
673,2014-11-04,2014,Nov,4,23.625
674,2014-11-05,2014,Nov,5,22.75
675,2014-11-06,2014,Nov,6,23
676,2014-11-07,2014,Nov,7,24
677,2014-11-08,2014,Nov,8,23.875
678,2014-11-09,2014,Nov,9,24.125
679,2014-11-10,2014,Nov,10,21.375
680,2014-11-11,2014,Nov,11,19.25
681,2014-11-12,2014,Nov,12,19.625
682,2014-11-13,2014,Nov,13,18.5
683,2014-11-14,2014,Nov,14,18.375
684,2014-11-15,2014,Nov,15,18.625
685,2014-11-16,2014,Nov,16,18.25
686,2014-11-17,2014,Nov,17,17.75
687,2014-11-18,2014,Nov,18,17.625
688,2014-11-19,2014,Nov,19,17.5
689,2014-11-20,2014,Nov,20,20.375
690,2014-11-21,2014,Nov,21,18.25
691,2014-11-22,2014,Nov,22,19.875
692,2014-11-23,2014,Nov,23,17.125
693,2014-11-24,2014,Nov,24,16.875
694,2014-11-25,2014,Nov,25,16.5
695,2014-11-26,2014,Nov,26,19.625
696,2014-11-27,2014,Nov,27,18.125
697,2014-11-28,2014,Nov,28,19.375
698,2014-11-29,2014,Nov,29,20.25
699,2014-11-30,2014,Nov,30,19.75
700,2014-12-01,2014,Dec,1,20
701,2014-12-02,2014,Dec,2,21.375
702,2014-12-03,2014,Dec,3,25
703,2014-12-04,2014,Dec,4,21.25
704,2014-12-05,2014,Dec,5,17.75
705,2014-12-06,2014,Dec,6,18.25
706,2014-12-07,2014,Dec,7,17.25
707,2014-12-08,2014,Dec,8,17
708,2014-12-09,2014,Dec,9,15.2857142857143
709,2014-12-10,2014,Dec,10,21.5
710,2014-12-11,2014,Dec,11,19.625
711,2014-12-12,2014,Dec,12,17.5
712,2014-12-13,2014,Dec,13,16
713,2014-12-14,2014,Dec,14,16.875
714,2014-12-15,2014,Dec,15,16.625
715,2014-12-16,2014,Dec,16,17.75
716,2014-12-17,2014,Dec,17,12.875
717,2014-12-18,2014,Dec,18,11.75
718,2014-12-19,2014,Dec,19,11.75
719,2014-12-20,2014,Dec,20,11.25
720,2014-12-21,2014,Dec,21,9.5
721,2014-12-22,2014,Dec,22,9.375
722,2014-12-23,2014,Dec,23,9.625
723,2014-12-24,2014,Dec,24,9.875
724,2014-12-25,2014,Dec,25,9.25
725,2014-12-26,2014,Dec,26,10.75
726,2014-12-27,2014,Dec,27,10.375
727,2014-12-28,2014,Dec,28,9
728,2014-12-29,2014,Dec,29,11.125
729,2014-12-30,2014,Dec,30,11.625
730,2014-12-31,2014,Dec,31,12.375
731,2015-01-01,2015,Jan,1,14.75
732,2015-01-02,2015,Jan,2,14.875
733,2015-01-03,2015,Jan,3,15.125
734,2015-01-04,2015,Jan,4,14.125
735,2015-01-05,2015,Jan,5,14
736,2015-01-06,2015,Jan,6,12
737,2015-01-07,2015,Jan,7,9.625
738,2015-01-08,2015,Jan,8,10
739,2015-01-09,2015,Jan,9,10.625
740,2015-01-10,2015,Jan,10,11.125
741,2015-01-11,2015,Jan,11,11
742,2015-01-12,2015,Jan,12,10.625
743,2015-01-13,2015,Jan,13,12.25
744,2015-01-14,2015,Jan,14,12
745,2015-01-15,2015,Jan,15,12.375
746,2015-01-16,2015,Jan,16,13
747,2015-01-17,2015,Jan,17,13.5
748,2015-01-18,2015,Jan,18,13
749,2015-01-19,2015,Jan,19,13.75
750,2015-01-20,2015,Jan,20,13.375
751,2015-01-21,2015,Jan,21,13.25
752,2015-01-22,2015,Jan,22,12.625
753,2015-01-23,2015,Jan,23,14.625
754,2015-01-24,2015,Jan,24,12.375
755,2015-01-25,2015,Jan,25,13.25
756,2015-01-26,2015,Jan,26,13.75
757,2015-01-27,2015,Jan,27,13.25
758,2015-01-28,2015,Jan,28,11.7142857142857
759,2015-01-29,2015,Jan,29,11.5
760,2015-01-30,2015,Jan,30,12.75
761,2015-01-31,2015,Jan,31,13.75
762,2015-02-01,2015,Feb,1,15
763,2015-02-02,2015,Feb,2,17.375
764,2015-02-03,2015,Feb,3,16.75
765,2015-02-04,2015,Feb,4,14.625
766,2015-02-05,2015,Feb,5,14.625
767,2015-02-06,2015,Feb,6,15.125
768,2015-02-07,2015,Feb,7,15.875
769,2015-02-08,2015,Feb,8,16.625
770,2015-02-09,2015,Feb,9,16.875
771,2015-02-10,2015,Feb,10,15.75
772,2015-02-11,2015,Feb,11,16
773,2015-02-12,2015,Feb,12,15.5
774,2015-02-13,2015,Feb,13,17.25
775,2015-02-14,2015,Feb,14,19.375
776,2015-02-15,2015,Feb,15,18.875
777,2015-02-16,2015,Feb,16,20.625
778,2015-02-17,2015,Feb,17,21.1428571428571
779,2015-02-18,2015,Feb,18,21.25
780,2015-02-19,2015,Feb,19,22.75
781,2015-02-20,2015,Feb,20,22.75
782,2015-02-21,2015,Feb,21,21.875
783,2015-02-22,2015,Feb,22,22.1428571428571
784,2015-02-23,2015,Feb,23,21.5
785,2015-02-24,2015,Feb,24,22.875
786,2015-02-25,2015,Feb,25,23.125
787,2015-02-26,2015,Feb,26,20
788,2015-02-27,2015,Feb,27,19.25
789,2015-02-28,2015,Feb,28,21.25
790,2015-03-01,2015,March,1,17.375
791,2015-03-02,2015,March,2,17.5
792,2015-03-03,2015,March,3,16.25
793,2015-03-04,2015,March,4,16.75
794,2015-03-05,2015,March,5,18.75
795,2015-03-06,2015,March,6,20
796,2015-03-07,2015,March,7,18.375
797,2015-03-08,2015,March,8,19.5
798,2015-03-09,2015,March,9,18.125
799,2015-03-10,2015,March,10,17.75
800,2015-03-11,2015,March,11,18.25
801,2015-03-12,2015,March,12,20.5
802,2015-03-13,2015,March,13,21.375
803,2015-03-14,2015,March,14,21.5
804,2015-03-15,2015,March,15,17.625
805,2015-03-16,2015,March,16,19.8571428571429
806,2015-03-17,2015,March,17,20.875
807,2015-03-18,2015,March,18,20.25
808,2015-03-19,2015,March,19,21.125
809,2015-03-20,2015,March,20,22.5
810,2015-03-21,2015,March,21,24.875
811,2015-03-22,2015,March,22,25.125
812,2015-03-23,2015,March,23,24.75
813,2015-03-24,2015,March,24,25.75
814,2015-03-25,2015,March,25,26.625
815,2015-03-26,2015,March,26,28.5
816,2015-03-27,2015,March,27,27.375
817,2015-03-28,2015,March,28,27
818,2015-03-29,2015,March,29,25
819,2015-03-30,2015,March,30,23.5
820,2015-03-31,2015,March,31,25.25
821,2015-04-01,2015,April,1,26.4285714285714
822,2015-04-02,2015,April,2,28.7142857142857
823,2015-04-03,2015,April,3,24.5
824,2015-04-04,2015,April,4,21
825,2015-04-05,2015,April,5,23.5714285714286
826,2015-04-06,2015,April,6,25
827,2015-04-07,2015,April,7,23.75
828,2015-04-08,2015,April,8,25.625
829,2015-04-09,2015,April,9,26
830,2015-04-10,2015,April,10,27.125
831,2015-04-11,2015,April,11,28.25
832,2015-04-12,2015,April,12,24.375
833,2015-04-13,2015,April,13,24.75
834,2015-04-14,2015,April,14,26.25
835,2015-04-15,2015,April,15,27.625
836,2015-04-16,2015,April,16,25.25
837,2015-04-17,2015,April,17,28.125
838,2015-04-18,2015,April,18,30.125
839,2015-04-19,2015,April,19,32.125
840,2015-04-20,2015,April,20,32.875
841,2015-04-21,2015,April,21,31.75
842,2015-04-22,2015,April,22,30.75
843,2015-04-23,2015,April,23,30.75
844,2015-04-24,2015,April,24,31.125
845,2015-04-25,2015,April,25,30.5
846,2015-04-26,2015,April,26,28.75
847,2015-04-27,2015,April,27,30.125
848,2015-04-28,2015,April,28,31
849,2015-04-29,2015,April,29,31.25
850,2015-04-30,2015,April,30,32.625
851,2015-05-01,2015,May,1,31.25
852,2015-05-02,2015,May,2,30.125
853,2015-05-03,2015,May,3,31
854,2015-05-04,2015,May,4,30.875
855,2015-05-05,2015,May,5,32.125
856,2015-05-06,2015,May,6,34.125
857,2015-05-07,2015,May,7,35.4285714285714
858,2015-05-08,2015,May,8,34.125
859,2015-05-09,2015,May,9,35.125
860,2015-05-10,2015,May,10,35.125
861,2015-05-11,2015,May,11,34
862,2015-05-12,2015,May,12,33.125
863,2015-05-13,2015,May,13,27.75
864,2015-05-14,2015,May,14,29.625
865,2015-05-15,2015,May,15,28.5
866,2015-05-16,2015,May,16,30
867,2015-05-17,2015,May,17,33.25
868,2015-05-18,2015,May,18,35.375
869,2015-05-19,2015,May,19,31.5
870,2015-05-20,2015,May,20,33.125
871,2015-05-21,2015,May,21,35.625
872,2015-05-22,2015,May,22,36.25
873,2015-05-23,2015,May,23,37.375
874,2015-05-24,2015,May,24,36
875,2015-05-25,2015,May,25,37.75
876,2015-05-26,2015,May,26,35.25
877,2015-05-27,2015,May,27,33.75
878,2015-05-28,2015,May,28,34.75
879,2015-05-29,2015,May,29,35.125
880,2015-05-30,2015,May,30,32.25
881,2015-05-31,2015,May,31,34.25
882,2015-06-01,2015,June,1,29.375
883,2015-06-02,2015,June,2,31.625
884,2015-06-03,2015,June,3,28.625
885,2015-06-04,2015,June,4,31.875
886,2015-06-05,2015,June,5,32.625
887,2015-06-06,2015,June,6,33.375
888,2015-06-07,2015,June,7,35
889,2015-06-08,2015,June,8,36.5
890,2015-06-09,2015,June,9,37.625
891,2015-06-10,2015,June,10,36.625
892,2015-06-11,2015,June,11,35.625
893,2015-06-12,2015,June,12,35.875
894,2015-06-13,2015,June,13,31.125
895,2015-06-14,2015,June,14,27
896,2015-06-15,2015,June,15,31
897,2015-06-16,2015,June,16,32.375
898,2015-06-17,2015,June,17,33.875
899,2015-06-18,2015,June,18,35.125
900,2015-06-19,2015,June,19,35.875
901,2015-06-20,2015,June,20,33.125
902,2015-06-21,2015,June,21,30.375
903,2015-06-22,2015,June,22,32.125
904,2015-06-23,2015,June,23,31.5
905,2015-06-24,2015,June,24,37.25
906,2015-06-25,2015,June,25,26.625
907,2015-06-26,2015,June,26,31.125
908,2015-06-27,2015,June,27,32.625
909,2015-06-28,2015,June,28,34.25
910,2015-06-29,2015,June,29,31.125
911,2015-06-30,2015,June,30,30.875
912,2015-07-01,2015,July,1,32
913,2015-07-02,2015,July,2,33.75
914,2015-07-03,2015,July,3,33
915,2015-07-04,2015,July,4,34.125
916,2015-07-05,2015,July,5,35.7142857142857
917,2015-07-06,2015,July,6,27.875
918,2015-07-07,2015,July,7,28.125
919,2015-07-08,2015,July,8,31.25
920,2015-07-09,2015,July,9,29.625
921,2015-07-10,2015,July,10,26.625
922,2015-07-11,2015,July,11,25.5
923,2015-07-12,2015,July,12,25.5
924,2015-07-13,2015,July,13,29.875
925,2015-07-14,2015,July,14,30.875
926,2015-07-15,2015,July,15,33.375
927,2015-07-16,2015,July,16,31.75
928,2015-07-17,2015,July,17,30.75
929,2015-07-18,2015,July,18,29.5
930,2015-07-19,2015,July,19,30.125
931,2015-07-20,2015,July,20,29.125
932,2015-07-21,2015,July,21,31.375
933,2015-07-22,2015,July,22,32.25
934,2015-07-23,2015,July,23,32.125
935,2015-07-24,2015,July,24,32
936,2015-07-25,2015,July,25,30.8571428571429
937,2015-07-26,2015,July,26,30
938,2015-07-27,2015,July,27,29.625
939,2015-07-28,2015,July,28,29.5
940,2015-07-29,2015,July,29,28.5
941,2015-07-30,2015,July,30,29
942,2015-07-31,2015,July,31,29
943,2015-08-01,2015,Aug,1,28.25
944,2015-08-02,2015,Aug,2,29.625
945,2015-08-03,2015,Aug,3,31.5
946,2015-08-04,2015,Aug,4,29.4285714285714
947,2015-08-05,2015,Aug,5,29.59375
948,2015-08-06,2015,Aug,6,29.5
949,2015-08-07,2015,Aug,7,29.25
950,2015-08-08,2015,Aug,8,28.875
951,2015-08-09,2015,Aug,9,27.375
952,2015-08-10,2015,Aug,10,30.375
953,2015-08-11,2015,Aug,11,28.375
954,2015-08-12,2015,Aug,12,30.75
955,2015-08-13,2015,Aug,13,32
956,2015-08-14,2015,Aug,14,30.875
957,2015-08-15,2015,Aug,15,28.5
958,2015-08-16,2015,Aug,16,28.625
959,2015-08-17,2015,Aug,17,30.75
960,2015-08-18,2015,Aug,18,29.125
961,2015-08-19,2015,Aug,19,31.25
962,2015-08-20,2015,Aug,20,30.75
963,2015-08-21,2015,Aug,21,29.375
964,2015-08-22,2015,Aug,22,30.25
965,2015-08-23,2015,Aug,23,29.875
966,2015-08-24,2015,Aug,24,30.75
967,2015-08-25,2015,Aug,25,32
968,2015-08-26,2015,Aug,26,32
969,2015-08-27,2015,Aug,27,32.5
970,2015-08-28,2015,Aug,28,32
971,2015-08-29,2015,Aug,29,32.25
972,2015-08-30,2015,Aug,30,32.625
973,2015-08-31,2015,Aug,31,31.8571428571429
974,2015-09-01,2015,Sept,1,32.125
975,2015-09-02,2015,Sept,2,31.875
976,2015-09-03,2015,Sept,3,31.625
977,2015-09-04,2015,Sept,4,32
978,2015-09-05,2015,Sept,5,30.875
979,2015-09-06,2015,Sept,6,31.25
980,2015-09-07,2015,Sept,7,31.5
981,2015-09-08,2015,Sept,8,31.625
982,2015-09-09,2015,Sept,9,31
983,2015-09-10,2015,Sept,10,31.25
984,2015-09-11,2015,Sept,11,30.75
985,2015-09-12,2015,Sept,12,32.1428571428571
986,2015-09-13,2015,Sept,13,32.125
987,2015-09-14,2015,Sept,14,31.875
988,2015-09-15,2015,Sept,15,33
989,2015-09-16,2015,Sept,16,32.375
990,2015-09-17,2015,Sept,17,31.375
991,2015-09-18,2015,Sept,18,31
992,2015-09-19,2015,Sept,19,30.625
993,2015-09-20,2015,Sept,20,29.1428571428571
994,2015-09-21,2015,Sept,21,30.125
995,2015-09-22,2015,Sept,22,30.25
996,2015-09-23,2015,Sept,23,28.625
997,2015-09-24,2015,Sept,24,28.25
998,2015-09-25,2015,Sept,25,28.5
999,2015-09-26,2015,Sept,26,29.25
1000,2015-09-27,2015,Sept,27,28.7142857142857
1001,2015-09-28,2015,Sept,28,28.25
1002,2015-09-29,2015,Sept,29,29
1003,2015-09-30,2015,Sept,30,29
1004,2015-10-01,2015,Oct,1,28.125
1005,2015-10-02,2015,Oct,2,28.2857142857143
1006,2015-10-03,2015,Oct,3,30
1007,2015-10-04,2015,Oct,4,29
1008,2015-10-05,2015,Oct,5,28.875
1009,2015-10-06,2015,Oct,6,28.375
1010,2015-10-07,2015,Oct,7,28.625
1011,2015-10-08,2015,Oct,8,28.375
1012,2015-10-09,2015,Oct,9,28.5
1013,2015-10-10,2015,Oct,10,28.5
1014,2015-10-11,2015,Oct,11,28.5714285714286
1015,2015-10-12,2015,Oct,12,29.25
1016,2015-10-13,2015,Oct,13,29.5
1017,2015-10-14,2015,Oct,14,28.125
1018,2015-10-15,2015,Oct,15,27.5
1019,2015-10-16,2015,Oct,16,27.875
1020,2015-10-17,2015,Oct,17,28
1021,2015-10-18,2015,Oct,18,26.8571428571429
1022,2015-10-19,2015,Oct,19,28.1428571428571
1023,2015-10-20,2015,Oct,20,27.7142857142857
1024,2015-10-21,2015,Oct,21,26.5
1025,2015-10-22,2015,Oct,22,24.75
1026,2015-10-23,2015,Oct,23,24
1027,2015-10-24,2015,Oct,24,24.875
1028,2015-10-25,2015,Oct,25,26.375
1029,2015-10-26,2015,Oct,26,25.625
1030,2015-10-27,2015,Oct,27,24.75
1031,2015-10-28,2015,Oct,28,20.875
1032,2015-10-29,2015,Oct,29,22.125
1033,2015-10-30,2015,Oct,30,22.375
1034,2015-10-31,2015,Oct,31,22.375
1035,2015-11-01,2015,Nov,1,22.875
1036,2015-11-02,2015,Nov,2,23.375
1037,2015-11-03,2015,Nov,3,24
1038,2015-11-04,2015,Nov,4,23.75
1039,2015-11-05,2015,Nov,5,22.125
1040,2015-11-06,2015,Nov,6,22.875
1041,2015-11-07,2015,Nov,7,21.875
1042,2015-11-08,2015,Nov,8,21.875
1043,2015-11-09,2015,Nov,9,21.75
1044,2015-11-10,2015,Nov,10,22.75
1045,2015-11-11,2015,Nov,11,21.875
1046,2015-11-12,2015,Nov,12,21.875
1047,2015-11-13,2015,Nov,13,22.375
1048,2015-11-14,2015,Nov,14,22.375
1049,2015-11-15,2015,Nov,15,22.5
1050,2015-11-16,2015,Nov,16,21.875
1051,2015-11-17,2015,Nov,17,19.875
1052,2015-11-18,2015,Nov,18,18.5
1053,2015-11-19,2015,Nov,19,18.5
1054,2015-11-20,2015,Nov,20,18.5
1055,2015-11-21,2015,Nov,21,18.75
1056,2015-11-22,2015,Nov,22,18.625
1057,2015-11-23,2015,Nov,23,17
1058,2015-11-24,2015,Nov,24,18.5
1059,2015-11-25,2015,Nov,25,19.375
1060,2015-11-26,2015,Nov,26,20
1061,2015-11-27,2015,Nov,27,18.5
1062,2015-11-28,2015,Nov,28,18.75
1063,2015-11-29,2015,Nov,29,18.125
1064,2015-11-30,2015,Nov,30,19.5
1065,2015-12-01,2015,Dec,1,19.25
1066,2015-12-02,2015,Dec,2,18.125
1067,2015-12-03,2015,Dec,3,17.625
1068,2015-12-04,2015,Dec,4,17.625
1069,2015-12-05,2015,Dec,5,17.5
1070,2015-12-06,2015,Dec,6,17.125
1071,2015-12-07,2015,Dec,7,17.625
1072,2015-12-08,2015,Dec,8,18.4285714285714
1073,2015-12-09,2015,Dec,9,18.375
1074,2015-12-10,2015,Dec,10,19
1075,2015-12-11,2015,Dec,11,17.25
1076,2015-12-12,2015,Dec,12,13.25
1077,2015-12-13,2015,Dec,13,12.875
1078,2015-12-14,2015,Dec,14,13.25
1079,2015-12-15,2015,Dec,15,13.125
1080,2015-12-16,2015,Dec,16,13
1081,2015-12-17,2015,Dec,17,12.25
1082,2015-12-18,2015,Dec,18,12.875
1083,2015-12-19,2015,Dec,19,12.375
1084,2015-12-20,2015,Dec,20,11.75
1085,2015-12-21,2015,Dec,21,12.625
1086,2015-12-22,2015,Dec,22,12
1087,2015-12-23,2015,Dec,23,12.5
1088,2015-12-24,2015,Dec,24,11.25
1089,2015-12-25,2015,Dec,25,11.5
1090,2015-12-26,2015,Dec,26,12.75
1091,2015-12-27,2015,Dec,27,15.375
1092,2015-12-28,2015,Dec,28,17.125
1093,2015-12-29,2015,Dec,29,16.375
1094,2015-12-30,2015,Dec,30,15.5
1095,2015-12-31,2015,Dec,31,15
1096,2016-01-01,2016,Jan,1,14.7142857142857
1097,2016-01-02,2016,Jan,2,14
1098,2016-01-03,2016,Jan,3,14.375
1099,2016-01-04,2016,Jan,4,15.75
1100,2016-01-05,2016,Jan,5,15.8333333333333
1101,2016-01-06,2016,Jan,6,17.375
1102,2016-01-07,2016,Jan,7,17.125
1103,2016-01-08,2016,Jan,8,15.5
1104,2016-01-09,2016,Jan,9,15.8571428571429
1105,2016-01-10,2016,Jan,10,15.625
1106,2016-01-11,2016,Jan,11,15.75
1107,2016-01-12,2016,Jan,12,18
1108,2016-01-13,2016,Jan,13,18.2666666666667
1109,2016-01-14,2016,Jan,14,15.5625
1110,2016-01-15,2016,Jan,15,13
1111,2016-01-16,2016,Jan,16,13.6
1112,2016-01-17,2016,Jan,17,14
1113,2016-01-18,2016,Jan,18,13.2666666666667
1114,2016-01-19,2016,Jan,19,12.3571428571429
1115,2016-01-20,2016,Jan,20,12.0666666666667
1116,2016-01-21,2016,Jan,21,12.1875
1117,2016-01-22,2016,Jan,22,11.7333333333333
1118,2016-01-23,2016,Jan,23,14.4375
1119,2016-01-24,2016,Jan,24,11.1875
1120,2016-01-25,2016,Jan,25,11.6666666666667
1121,2016-01-26,2016,Jan,26,14.5625
1122,2016-01-27,2016,Jan,27,17.5833333333333
1123,2016-01-28,2016,Jan,28,16.8571428571429
1124,2016-01-29,2016,Jan,29,19.5625
1125,2016-01-30,2016,Jan,30,20.1428571428571
1126,2016-01-31,2016,Jan,31,17.375
1127,2016-02-01,2016,Feb,1,15.8461538461538
1128,2016-02-02,2016,Feb,2,15.2666666666667
1129,2016-02-03,2016,Feb,3,13.125
1130,2016-02-04,2016,Feb,4,16.3636363636364
1131,2016-02-05,2016,Feb,5,12.6666666666667
1132,2016-02-06,2016,Feb,6,15.3333333333333
1133,2016-02-07,2016,Feb,7,15.625
1134,2016-02-08,2016,Feb,8,17.0909090909091
1135,2016-02-09,2016,Feb,9,17.7692307692308
1136,2016-02-10,2016,Feb,10,18.1333333333333
1137,2016-02-11,2016,Feb,11,19.6875
1138,2016-02-12,2016,Feb,12,19.2
1139,2016-02-13,2016,Feb,13,17.0666666666667
1140,2016-02-14,2016,Feb,14,17.6428571428571
1141,2016-02-15,2016,Feb,15,17.6
1142,2016-02-16,2016,Feb,16,18.2142857142857
1143,2016-02-17,2016,Feb,17,18.7142857142857
1144,2016-02-18,2016,Feb,18,19.4666666666667
1145,2016-02-19,2016,Feb,19,23.1538461538462
1146,2016-02-20,2016,Feb,20,23.625
1147,2016-02-21,2016,Feb,21,21
1148,2016-02-22,2016,Feb,22,21
1149,2016-02-23,2016,Feb,23,21.4285714285714
1150,2016-02-24,2016,Feb,24,21.6875
1151,2016-02-25,2016,Feb,25,22.5625
1152,2016-02-26,2016,Feb,26,22.8
1153,2016-02-27,2016,Feb,27,22.8
1154,2016-02-28,2016,Feb,28,23
1155,2016-02-29,2016,Feb,29,23.875
1156,2016-03-01,2016,March,1,24.9166666666667
1157,2016-03-02,2016,March,2,24.9333333333333
1158,2016-03-03,2016,March,3,26
1159,2016-03-04,2016,March,4,27.3125
1160,2016-03-05,2016,March,5,23.9333333333333
1161,2016-03-06,2016,March,6,22.8125
1162,2016-03-07,2016,March,7,23.7142857142857
1163,2016-03-08,2016,March,8,23.4285714285714
1164,2016-03-09,2016,March,9,24
1165,2016-03-10,2016,March,10,25.5625
1166,2016-03-11,2016,March,11,25.0666666666667
1167,2016-03-12,2016,March,12,24.5625
1168,2016-03-13,2016,March,13,24.25
1169,2016-03-14,2016,March,14,22.375
1170,2016-03-15,2016,March,15,24.0666666666667
1171,2016-03-16,2016,March,16,23.9375
1172,2016-03-17,2016,March,17,26.3125
1173,2016-03-18,2016,March,18,26.1875
1174,2016-03-19,2016,March,19,26.7857142857143
1175,2016-03-20,2016,March,20,27.1333333333333
1176,2016-03-21,2016,March,21,26.625
1177,2016-03-22,2016,March,22,25.0625
1178,2016-03-23,2016,March,23,26.2
1179,2016-03-24,2016,March,24,28.1333333333333
1180,2016-03-25,2016,March,25,29.875
1181,2016-03-26,2016,March,26,24.6666666666667
1182,2016-03-27,2016,March,27,26.25
1183,2016-03-28,2016,March,28,25.9333333333333
1184,2016-03-29,2016,March,29,27.125
1185,2016-03-30,2016,March,30,29.5714285714286
1186,2016-03-31,2016,March,31,30
1187,2016-04-01,2016,April,1,30.5714285714286
1188,2016-04-02,2016,April,2,32.3125
1189,2016-04-03,2016,April,3,33.3125
1190,2016-04-04,2016,April,4,32.8125
1191,2016-04-05,2016,April,5,32.3125
1192,2016-04-06,2016,April,6,31.375
1193,2016-04-07,2016,April,7,29.9333333333333
1194,2016-04-08,2016,April,8,29.2666666666667
1195,2016-04-09,2016,April,9,30.7333333333333
1196,2016-04-10,2016,April,10,32.25
1197,2016-04-11,2016,April,11,29.8
1198,2016-04-12,2016,April,12,30.2
1199,2016-04-13,2016,April,13,31.75
1200,2016-04-14,2016,April,14,33.125
1201,2016-04-15,2016,April,15,33.625
1202,2016-04-16,2016,April,16,35.6875
1203,2016-04-17,2016,April,17,34.6666666666667
1204,2016-04-18,2016,April,18,34.625
1205,2016-04-19,2016,April,19,34
1206,2016-04-20,2016,April,20,34.0625
1207,2016-04-21,2016,April,21,34
1208,2016-04-22,2016,April,22,33.25
1209,2016-04-23,2016,April,23,31.9166666666667
1210,2016-04-24,2016,April,24,31.3125
1211,2016-04-25,2016,April,25,31.75
1212,2016-04-26,2016,April,26,33.4375
1213,2016-04-27,2016,April,27,33.125
1214,2016-04-28,2016,April,28,34.1538461538462
1215,2016-04-29,2016,April,29,34.0714285714286
1216,2016-04-30,2016,April,30,33.0625
1217,2016-05-01,2016,May,1,34.6875
1218,2016-05-02,2016,May,2,38
1219,2016-05-03,2016,May,3,35.5
1220,2016-05-04,2016,May,4,33.7142857142857
1221,2016-05-05,2016,May,5,30.6
1222,2016-05-06,2016,May,6,31.4375
1223,2016-05-07,2016,May,7,33.3125
1224,2016-05-08,2016,May,8,35.1333333333333
1225,2016-05-09,2016,May,9,33.5333333333333
1226,2016-05-10,2016,May,10,34
1227,2016-05-11,2016,May,11,32.5
1228,2016-05-12,2016,May,12,35.375
1229,2016-05-13,2016,May,13,37.2941176470588
1230,2016-05-14,2016,May,14,36.5625
1231,2016-05-15,2016,May,15,37.25
1232,2016-05-16,2016,May,16,37.2142857142857
1233,2016-05-17,2016,May,17,37.5
1234,2016-05-18,2016,May,18,37.75
1235,2016-05-19,2016,May,19,37.375
1236,2016-05-20,2016,May,20,37.4
1237,2016-05-21,2016,May,21,36.1333333333333
1238,2016-05-22,2016,May,22,36.8
1239,2016-05-23,2016,May,23,32.2142857142857
1240,2016-05-24,2016,May,24,31.5263157894737
1241,2016-05-25,2016,May,25,33.2173913043478
1242,2016-05-26,2016,May,26,35.2692307692308
1243,2016-05-27,2016,May,27,38.2727272727273
1244,2016-05-28,2016,May,28,36.0625
1245,2016-05-29,2016,May,29,31.5
1246,2016-05-30,2016,May,30,26.8125
1247,2016-05-31,2016,May,31,32.6428571428571
1248,2016-06-01,2016,June,1,36
1249,2016-06-02,2016,June,2,37.5625
1250,2016-06-03,2016,June,3,37.5625
1251,2016-06-04,2016,June,4,38.2
1252,2016-06-05,2016,June,5,36.1666666666667
1253,2016-06-06,2016,June,6,35.4285714285714
1254,2016-06-07,2016,June,7,34.625
1255,2016-06-08,2016,June,8,36.0714285714286
1256,2016-06-09,2016,June,9,35.7333333333333
1257,2016-06-10,2016,June,10,36.1333333333333
1258,2016-06-11,2016,June,11,33.4375
1259,2016-06-12,2016,June,12,35.5
1260,2016-06-13,2016,June,13,36
1261,2016-06-14,2016,June,14,32.625
1262,2016-06-15,2016,June,15,34.7333333333333
1263,2016-06-16,2016,June,16,33.5
1264,2016-06-17,2016,June,17,34.1875
1265,2016-06-18,2016,June,18,35.8571428571429
1266,2016-06-19,2016,June,19,35.625
1267,2016-06-20,2016,June,20,30.9375
1268,2016-06-21,2016,June,21,32.875
1269,2016-06-22,2016,June,22,33.125
1270,2016-06-23,2016,June,23,33.8461538461538
1271,2016-06-24,2016,June,24,36.4375
